,Title,Content
25,The enemy is not within - Gloria Huze replies Hanna Bissiw,"The Ashanti Regional Women's Organiser of the National Democratic Congress (NDC), Gloria Huze, has said that the enemy going into the 2024 general elections is not one that is within the party, and as such, her National Women’s Organiser, Dr. Hanna Bissiw, should focus her arsenals elsewhere. Reacting to the statement made by Hanna Bissiw after she, Gloria Huze, picked up nomination forms on behalf of one of the aspirants in the race to become the NDC’s flagbearer, Dr. Kwabena Duffuor. Huze had led some grassroot members of the NDC to pick the forms on behalf of the former Minister of Finance, but had been called out by Hanna Bissiw thereafter, stating that her action was without the support of the national government. “My attention has been drawn to a deplorable and unacceptable action by the Ashanti Regional Women's Organiser, Gloria Huze, in the upcoming flagbearer race. “She is on record to have led a delegation to pick up the nomination form for a Presidential Candidate Aspirant in the name of the Ashanti Regional Women's Wing.“I vehemently and categorically disassociate the wing from her conduct and wish to state emphatically that her conduct is not in any way a representation of any parts of the wing either in the Ashanti Region or across the other 15 regions in the country,” parts of the statement copied to GhanaWeb read.But in a response, Gloria Huze has stated that what she did do so on behalf of the women’s wing of the party.“For the avoidance of doubt and to set the record straight, I led NDC grassroots members whom I was representing, NOT the Ashanti Regional Women’s Wing NOR the Women Wing of our party as it is being alleged.“I have clarified my statement on several platforms including radio stations among others,” she said in a disclaimer. Gloria Huze further stated that while she is quite surprised at the response by Dr. Hanna Bissiw, she expected that the focus would rather be on how the NDC can rather reclaim power from the incumbent New Patriotic Party. She stated that beyond the internal differences they have, she expects that such energies would be directed at their external opponents as the goal is for the party to win power in 2024. She, therefore, apologized for any errors she may have committed, while calling for moderation in the way such matters are handled in the party, so as not to escalate tensions and tear the NDC up from within. “I wish to indicate to all party members that we have a common enemy to gather our arsenals for but not ourselves, irrespective of our preferences in our internal elections. At the end of the day, every one of us is needed at the table and on the field to push our common agenda of removing the NPP from power. This will be critical regardless of our individual preferences. “We should therefore exercise moderation and not attempt to escalate verbal slips to make a whole issue that has the tendency of creating avoidable disunity. Whilst I acknowledge my verbal slips and apologize for whatever inconvenience it might have caused, I believe my clarification should put the matter to rest,” she added. Dr. Kwabena Duffuor has picked up nomination forms to contest the position of the flagbearer of the NDC, and is expecting to face off with the former president of Ghana, John Dramani Mahama. Meanwhile, catch the latest GhanaWeb TV Election Desk interview with Francis Addai-Nimoh, as he discusses his plans to become the NPP's flagbearer, below:AE/OGB"
26,I’m still best for Bole-Bamboi- Incumbent MP,"The incumbent Member of Parliament (MP) for Bole-Bamboi Constituency, Alhaji Yussif Sulemana, has declared his intention to contest for the position in the National Democratic Congress (NDC) primaries.Alhaji Yussif Sulemana said his experience, coupled with the massive development projects he injected or influenced, makes him the best for the Bole-Bamboi Constituency.The MP made these comments in an interview with Bole-based Nkilgi FM on the morning show of February 23, 2023.According to Alhaji Yussif Sulemana, the announcement of his intent shouldn’t be a surprise because the rank and file of the NDC party has admonished him to contest and continue his good work for the constituency.He added that, before he could pick a form to contest, a group known as the Brifo/Dagaaba Friends of Alhaji Yussif Sulemana, led by Mr. Daniel Manu, had already purchased the forms for him on the opening day for picking of forms.He further thanked the group for their thoughtfulness and promised to work hard to unite all tribes in his constituency.Alhaji Yussif Sulemana said he had always been there for his constituents and had their best interests at heart.He highlighted his main agenda items of education, health, and agriculture, which have seen massive improvements since he became the Member of Parliament for the Bole-Bamboi constituency.Alhaji Sulemana added that the party headquarters in Bole, which was dilapidated, has been refurbished through his own finances to make the office very conducive for all to relax and work for the party.He indicated that all the NDC MPs in Parliament have unanimously endorsed John Dramani as flagbearer.The incumbent MP has therefore said that delegates of the party should vote for him on May 13, 2023, to continue his good work and make sure former President, John Dramani Mahama wins the election on December 7, 2024."
27,Duffuor is the best person for NDC and Ghana needs him more than ever - Rojo Mettle-Nunoo,"One of the lead witnesses in former President John Mahama's 2020 election petition, Mr. Rojo Mettle-Nunoo, has said the National Democratic Congress (NDC), in particular, and Ghana, in general, need former Finance Minister Kwabena Duffuor as leader.The former Governor of the Bank of Ghana picked nomination forms on Thursday, 23 February 2023, to against former President Mahama in the NDC's flag bearer race.Despite having been a key witness in Mr. Mahama's election petition, Mr. Mettle-Nunoo believes the NDC is better off with the 80-year-old Dr. Duffuor this time round.In his view, ""the current challenges of governance in the country border on leadership and also on the aspirations of Ghanaians and protecting the vulnerable and I seriously believe that Dr. Kwabena Duffour is the best person to achieve that,"" he told Accra-based Citi FM in an interview.The former deputy minister of health said Dr. Duffuor's ""track record as Governor of the Bank of Ghana and other positions he had occupied made Rawlings trust him to make him his Finance Minister.""""As Minister of Finance, Mills also recognized him and due to his intellect, the Mills government never borrowed from any external source,"" Mettle-Nunoo added.He argued: ""This is a man of integrity, and he is the man that the grassroots of the NDC and Ghana need now.""He makes economic sense, and he makes macroeconomics sense,"" Mr. Mettle-Nunoo emphasised.""The best person who can take us out of this economic quagmire is Dr. Kwabena Duffuor,"" he insisted.""The grassroots know his calibre and know his capabilities and once he gets the nod, he will change the economic fortunes of the country,"" Mr. Mettle-Nunoo said."
28,"I'll secure a future of education, employment for Ketu North - Edem Agbana picks nomination forms","The immediate-past Deputy National Youth Organiser of the National Democratic Congress (NDC), Edem Agbana, has picked up nomination forms to contest as Member of Parliament for Ketu North in the Volta Region. Announcing this in a Facebook post, the young NDC aspirant said that this move is not want to just occupy a seat, but because it presents him with an opportunity to serve his people.He also stated that he wants to be able to use this opportunity to unite the party and help it garner votes to win the general elections of 2024. “For me, the Office of the Member of Parliament of Ketu North is not an office to be occupied. It is an opportunity to serve with these values Ketu North imbibes in its young people and to also fight to bring the many out of poverty, underdevelopment and despair in this place we call home. “I am motivated to unite the party and activate its energies to improve our electoral fortunes in the 2024 elections,” he said. Edem Agbana, who hopes to take over the position from the incumbent, James Klutse Avedzi, who has announced his decision to no longer contest, added that he wants to use this opportunity to secure a future of education and employment for the youth of Ketu North. “My most fundamental aim for this bid however is to see that years down the line Ketu North has a critical mass of citizens who are well resourced in terms of education, skills, employment and income. “This together with socio-economic infrastructure upgrade shall be the cornerstone of our new development paradigm in Ketu North,” he stressed. Should his bid go through and he is elected MP for the constituency on December 7, 2024, Edem Agbana will become one of the youngest to represent the party, and the country in Ghana, in parliament. The National Democratic Congress announced the opening of nominations for presidential and parliamentary primaries from Wednesday, February 22, 2023.See Edem Agbana’s full post after he picked up his nomination forms below:Meanwhile, catch the latest GhanaWeb TV Election Desk interview with Francis Addai-Nimoh, as he discusses his plans to become the NPP's flagbearer, below:AE/OGB"
29,Prince Moses Zakaria picks NDC nomination forms to contest Madina parliamentary primaries,"Businessman cum climate change expert Prince Moses Zakaria picked nomination forms yesterday, February 23, 2022, to contest the parliamentary primaries of the National Democratic Congress (NDC) in the Madina constituency, in Accra.The founder and CEO of ZakoNut, together with his entourage, made up predominantly of the delegates and grassroots in Madina, picked up his form without the usual pump and pageantry and was led to his campaign office to begin the process of filling out the forms.Political watchers say Zakaria's joining the Madina contest has sent shivers down the spines of those who thought they could disrespect Madina delegates and grease their palms with peanuts during primaries to go unopposed.His focus, according to some delegates who spoke to this portal, is to unite the party, make himself accessible, and involve everyone in decisions bothering on Madina.The former Northern regional correspondent for the Chronicle newspaper, who later became a founder member of the Heritage and NewsDay newspapers, thunders in at a time when the constituency is seeking a rescuer, as, according to them, the current MP, whom they expected so much from, has disappointed them.Prince Moses Zakaria is also the man who established GUIDANCE, a Muslim television station in Accra.""Since Lawyer Sosu won the election, he has never come to the constituency to even say a thank you to us. Now, he has relocated from the constituency and leaves in East Legon. Anytime we call him the excuse he gives us is that he has been occupied by parliamentary duties, meanwhile we voted for you to go to the Parliament you have been so busy with it duties,"" an old woman who is a delegate told this portal.Prince Zakaria is an indigene of Madina. He is a grandchild of Alhaji Haruna Yussif (Antinana) one of the cohorts of the founder of Madina.He coordinated the transportation of delegates to the just-ended national youth conference in Cape Coast.With the NDC parliamentary primaries just around the corner, one of the places that will be of particular interest is the Madina constituency, where Zakaria, who is considered an underdog but has the support of the delegates and grassroots, is likely to unseat lawyer Sosu."
30,"Mahama has nothing to offer, consider Dr Duffour – Former NDC communications officer","Former communications officer of the National Democratic Congress (NDC), Solomon Nkansah, has stated that delegates of the largest opposition party should consider Dr Kwabena Duffour over former president John Dramani Mahama in the upcoming flagbearership contest. According to him, John Mahama has nothing better to offer again after leading the party into opposition for two consecutive times. In an interview with Okay FM, he contends that John Mahama is not the best choice to lead the umbrella party because the current economic crises require a financial specialist to clean up the mess created.“Ghanaians will see that is about time that they will see a candidate who will be outstanding in all political parties. “Whether NPP or NDC and they will realize that this is the time that the master of the game has come (Kwabena Duffour) …where Ghana stands now, it is about financial issues coupled with mismanagement that has brought us to this crisis.“And when you trace Dr Kwabena Duffour’s past records, he is the only NDC finance minister who maintained the Ghanaian cedi to the rate of GH¢1.68 pesewas to the dollar. “So, people need to realize that, where the NDC party has gotten to, it shouldn’t be about whom they support but rather someone who can manage the economy better,” he said. He added “There was a candidate who was running mate in 2008 (John Mahama). He became a flagbearer in 2012, which is called progress. “In 2016, he lost which is also called a product decline, and in 2020 he lost again which is another product decline.  And the last elections in 2020, we later realized that 118 NDC parliamentary candidates had more votes than the presidential candidates. just look at this.” On the other hand, Dr Kwabena Duffour becomes the latest member of the NDC to pick forms for the NDC’s flagbearership race after John Mahama, businessman Ernest Kwaku Kobeah and Kojo Bonsu, former Mayor of Kumasi are other contenders.On February 22, forms were picked on behalf of John Mahama by Prof. Alabi and regional chairmen amid fanfare.AM/SARA"
31,GMA General Secretary resigns to contest NDC primaries,"The General Secretary of the Ghana Medical Association (GMA), Dr Titus Beyuo has joined the contest for a slot in the upcoming parliamentary primaries of the opposition National Democratic Congress (NDC).According to a report by 3news.com sighted by GhanaWeb, the medical doctor on February 22, 2023, officially entered the political arena when he picked up nomination forms to contest in the Lambussie-Karni Constituency primaries.The decision he announced had been informed by a deep introspection and extensive consultations with his family, friends and critical stakeholders.“Arriving at this decision was an uphill task but the support and encouragement received from my family, traditional leaders in the Lambussie Traditional Council, party leadership at the National, Regional, Constituency and Branch Levels, and friends during the consultative process, made this less difficult,” he stated on Wednesday.He, thus, promised to help the NDC capture power from the ruling New Patriotic Party (NPP) and “and contribute to the developmental agenda of the next NDC government for the people of Ghana and Lambussie.“I am fully persuaded that the social democratic governance of the NDC holds the key to the alleviation of extreme poverty, provision of healthcare to all, restoration of the economy and above all ensuring fairness and equity in the distribution of the national cake,” he added.While apologising to individuals who may be disappointed in his decision to ditch the GMA over his political career, Dr Beyuo said he will be counting on everyone’s support in his new quest.“It is my firm belief that the grace of God will abound to me as I make this switch from a professional and academic career into frontline politics. I need your prayers and continuous support,” he stated.The NDC will hold presidential and parliamentary primaries on May 13, 2023, to elect its presidential and parliamentary candidates for the 2024 general elections.Ahead of that, the party on Tuesday officially opened nominations for prospective candidates to file for a chance to contest in the primaries.Meanwhile, catch the latest GhanaWeb TV Election Desk interview with Francis Addai-Nimoh, as he discusses his plans to become the NPP's flagbearer, below:You can also watch this episode of People & Places here:GA/SARA"
32,I will restore Ghana's broken economy in two years if elected president – Duffour,"The Ashanti Regional Women’s Organiser of the National Democratic Congress (NDC), Gloria Huze, has picked up nomination forms for former Bank of Ghana Governor, Dr Kwabena Duffuor.Dr Duffour joins former President John Dramani Mahama, and Kojo Bonsu Ernest Kobeah, who have all picked their forms to contest.The NDC officially opened nominations on Wednesday ahead of the 2024 elections.Chairman of the Election Committee, Kakra Asamoah, appealed to Dr Duffuor to bring his expertise in finance to save Ghana’s dwindling economy.“I together with all Ghanaians have been overpowered by the stench of corruption on Akufo-Addo. We know it’s an NDC man who can take us out of this, provided he gets the vote of the delegates,” he said.Meanwhile, the former Finance Minister says he will revive the economy in two years.He said the NDC has a track record of stabilizing the economy and will do it again.Dr Duffour said before the NDC left office, the public debt was Ghc35 billion, but now it is over Ghc600 billion.”Our government will bring the economy back within two years. The first year would be the restoration. The second year would be a complete recovery, and we will see complete recovery in two years.”"
33,Former aide to JJ Rawlings endorsed to contest Keta NDC parliamentary primary,"Dr Senanu Kwesi Djokoto, the Acting Volta Regional Director of Health Services, has received the endorsement of some National Democratic Congress (NDC) members in the Keta Constituency, to contest the party’s parliamentary primary, slated for May 2023. The members, who on Wednesday picked and paid for Dr Djokoto’s nomination forms at the NDC Constituency Office at Keta, said they made the move because they believed in the candidate’s capacity to restore Keta to its glorious days, not only as an economic hub but also as a place of great political history. Dr Djokoto, a former aide to late President Jerry John Rawlings, who contested the primary in 2019 but lost narrowly to the incumbent, Dr Dzulorli Gakpey, reacting to the development, said he was humbled by the move from the NDC members. He expressed appreciation to the party faithful for believing in him to have paid for his nomination forms to enable him to contest the primary, and eventually win the parliamentary slot in the 2024 general election. “I do not take it lightly that you are using your hard-earned income to pay for my nomination forms – as you have indicated to me it is due to your belief in my capacity to restore our beloved constituency to its past glory”.  “Let me assure you all that I will not let you down,” Dr Djokoto said. The candidate, a two-time chairman of the Keta Constituency, called on all aspirants and party members in the area to work hard towards a peaceful, truthful and issues-based electioneering."
34,NDC presidential primaries: I'm pained Dr. Duffuor won't win - Governance lecturer,"Dr. Benjamin Otchere-Ankrah says former President John Dramani Mahama will tromp his competitors in the impending National Democratic Congress (NDC) presidential primaries.The party opened its presidential and parliamentary nomination on Wednesday, February 22, 2023 and former President John Mahama has picked his nomination forms to contest the NDC flagbearer race.Professor Joshua Alabi, a former Rector of the University of Professional Studies picked the forms on behalf of Mr. Mahama at the party’s headquarters.“Ghanaians are asking for a well-experienced leader, leadership counts. If leadership counts then experience is the key, one who has done it before and one who is very humble, one who loves the people and one who believes in people-centred policies. ""Fortunately for us in the NDC, as a country, we have somebody like that,” Prof. Alabi said while declaring the former President's readiness to lead the NDC.However, other candidates have popped up to contend for the Presidential candidate spot during the NDC primaries scheduled in May this year; names such as the former Finance Minister, Dr. Kwabena Duffour and a former Metropolitan Chief Executive of Kumasi, Kojo Bonsu have come up.To Dr. Benjamin Otchere-Ankrah, there is no shred of doubt that Mr. Mahama is the favorite of the party delegates.In his estimation, there is no hope for the other candidates so far as the NDC Presidential race is concerned.""President Mahama will not get anything less than 80 percent . . . the one whose own pains me a lot is Dr. Duffour; a fine gentleman. He qualifies and all that but unfortunately he won't win. I believe Kojo Bonsu will also pick his forms but he won't get up to 3 percent . . . The majority of the party members have made up their minds to vote for President Mahama,"" he asserted while speaking to Kwami Sefa Kayi on Peace FM's ""Kokrokoo"" morning show.TWI NEWS"
35,I am doing it for my granddaughter – Mahama unbothered about unpaid emoluments,"Former President John Dramani Mahama has resurrected the discussion on the payment of his emoluments as an ex-Ghanaian leader. According to Mr Mahama, he is entitled to some benefits according to Parliament but those entitlements have been withheld because he is politically active.“I’ve been Vice President before, I’ve been President of this country before, according to parliament, I’m supposed to receive all kinds of emoluments to pay my fuel and my electricity bill, my water bill, medical bills, air travel, vehicles, everything but I can assure you that all those emoluments have been withheld because I’m politically active,” he said.Mr Mahama reiterated this in his interaction with his former appointees in Accra on Wednesday, 22 February 2023, where he called on them to come out of retirement and join him in the fight to reclaim power in 2024.“If I was retired and not commenting on national issues, I would have all those emoluments paid but it doesn’t bother me, because of my new granddaughter and my children, I believe that the future of this country is one that we must rescue from the hands of this looting brigade and reset the Ghanaian project, bring back good governance, strengthen the fight against corruption, put in place the things that will make it impossible for another president to come and land us in the same ditch that we currently are, and so I’m the first to announce to you that even though I was retired in 2016, I’ve come out of retirement and I’m available for the task ahead.”Last year, Mr Mahama made similar comments about his emoluments.He had said in an interview with Accra-based TV3 on Monday, 12 September 2022, that: “I receive only my monthly pension, like President Kufuor or President Rawlings was receiving until he died. That is all I get.”"
36,Vetting of ministerial nominees: Calm down! your anger shows on your face - Minority Leader told,"Government Communicator, Kofi Tonto has asked the Minority Leader, Dr Cassiel Ato Forson to loosen his demeanor during the vetting of the ministerial appointees at the Appoitments Committee in Parliament.The appointees comprising K.T Hammond for Trade Ministry and Bryan Acheampong for Food and Agriculture Ministry among others have been subjected to scrutiny by the Committee to assess their behavior and competence to either merit approval or not.During the vetting of Bryan Acheampong, there appeared to be a confrontation between Mr. Ato Forson and the ministerial appointee as Ato Forson asked the latter to prove if he can be trusted to deliver on his mandate.Mr. Bryan Acheampong, in reply, exclaimed; “Ato you are my friend. Today, you don’t trust me? Ei Ato. You should be testifying on my credibility.”Speaking on Peace FM's ""Kokrokoo"" programme, Kofi Tonto advised the Minority Leader to stop venting his spleen during the vetting.""He should calm down. The anger even shows on his face. It looks like he has issues with somebody when you look at his visual posturing, body language and so forth. I think he should relax and calm down,"" he told Ato Forson."
37,NDC flagbearership: Step back for now - Ade Coker to Mahama’s contenders,"A former Greater Accra Chairman for the National Democratic Congress (NDC), Mr. Joseph Ade Coker, has urged flagbearer hopefuls of the NDC who have picked nomination forms to contest at the upcoming presidential primaries to step back now and support the former president, John Dramani Mahama, to win the spot.He was of the belief that the 2024 election was going to be a tough one, and therefore, the NDC needed someone who has a lot of positives to win back power from the current government.According to him, the party at this point needs a more united front, so those who step down would be rewarded by the party.Former President John Dramani Mahama officially picked up nomination forms to run in his party’s upcoming presidential primaries.Former  presidential aspirant Joshua Alabi picked presidential nomination forms on Wednesday, February 22, 2023, on behalf of former President John Mahama at the NDC headquarters in Adabraka.On the same day, another Presidential hopeful, Ernest Kwaku Kobeah, picked his nomination forms.The former Chief Executive of the Kumasi Metropolitan Assem­bly (KMA), Kojo Bonsu, was the third to pick the nomination forms to contest the upcoming presidential primaries of the NDC.Speaking on Atinka TV‘s morning show, Ghana Nie with Ama Gyenfa Ofosu Darkwa, Mr. Joseph Ade Coker said, “My advice to those who would be contesting is that, even though they have gone for forms and we have been talking to them, I believe that they should look at the larger picture of the NDC. ""We do not want a situation where, by the time we finish, we are divided; we do not want that. There is room for everybody in the party, and at the appropriate time, we can consider them.”When asked who could possibly bring division based on what he said, he replied that “as human beings, they might not come on board and definitely, even if he had five votes, those votes are very important, but they will say that because you did not vote for their favorite, they are going to sit home.” “It is our appeal to them, and it is a strong appeal, that before they file their nominations, they should come to talk with us and take a step back.”“It should be unconditional,” he continued, “but we as a party reward ourselves; we would reward those who show love to the party; we have a mechanism for showing appreciation, but it does not come with conditions; when you come with conditions, it is not good; open your heart to do something; people will appreciate you, and we would all be winners.”"
38,NDC primaties: Duffuor targets grassroots as he picks nomination forms,"A former Finance Minister and Businessman, Dr Kwabena Duffuor on Thursday, February 23, 2023 picked  nomination forms to run in the National Democratic Congress’s upcoming presidential primaries.His form was picked by the Ashanti Regional Women’s Organizer, Gloria Huze, at the NDC headquarters in Adabraka.Prior to the event, a delegation massed up at the NDC headquarters to throw their support behind Dr. Kwabena Duffuor.This was a day after the former president, Mr. John Dramani Mahama, and two others, a businessman, Mr. Ernest Kwaku Kobeah, and the former mayor of Kumasi, Mr. Kojo Bonsu, picked their nomination forms to contest the flagbearer seat of the party.The final contest for the presidential and parliamentary primaries of the NDC will be conducted on May 13, 2023 and would exclude some 27 constituencies that have identified problems.While a presidential candidate will pay GH¢ 30,000 for the forms, aspiring Parliamentary candidates are to pick their forms at the cost of GH¢5000.Addressing the media at his office after his nomination was picked, Dr. Kwabena Duffuor said his party would prioritize the grassroots and ensure that development, especially jobs, is brought to all the constituencies.He assured the people that the country’s economy will bounce back to a better state when he is elected and the party comes back to power.So, he asked the people in charge of constituencies and branches to work hard in their own areas to help him win.“When we come to power and you come from very far and you ask for a job, the jobs would be brought there. Jobs would be brought to all the constituencies. Millionaires will come there,” he said."
39,Bissiw descends on Gloria Huze for picking Duffuor’s nomination form in the name of NDC Ashanti Women’s wing,"The National Women's Organiser of the National Democratic Congress (NDC), Dr. Hanna Bisiw, has berated Gloria Huze for picking up Dr. Kwabena Duffuor's presidential nomination form in the name of the party’s Ashanti Region Women’s wing. In a statement copied to GhanaWeb, on Thursday, February 23, 2023, Bisiw Louisa said that the action taken by the Ashanti Regional Women's Organiser, Gloria Huze, was totally intolerable.She added that no executive of the party can use the wing of the party for their personal businesses.“My attention has been drawn to a deplorable and unacceptable action by the Ashanti Regional Women's Organiser, Gloria Huze, in the upcoming Flag bearer race. “She is on record to have led a delegation to pick up the nomination form for a Presidential Candidate Aspirant in the name of the Ashanti Regional Women's Wing.“I vehemently and categorically disassociate the wing from her conduct and wish to state emphatically that her conduct is not in any way a representation of any parts of the wing either in the Ashanti Region or across the other 15 regions in the country,” parts of the statement read.The National Women’s Organiser added that the disciplinary committee of the NDC’s women's wing has been notified about Gloria Huze’s action and will take the necessary steps to bring her to book.Gloria Huze, together with some staff of NDC presidential hopeful, Dr Kwabena Duffuor, picked his nomination for the party’s presidential primaries, which is scheduled for May 2023, on Thursday at the party's headquarters in Accra.Read the full statement below:NATIONAL WOMEN'S WING ISSUE A STATEMENT ON ASHANTI REGIONAL WOMEN'S ORGANISER PICKING FORMS FOR DUFFOURDISCLAIMERMy attention has been drawn to a deplorable and unacceptable action by the Ashanti Regional Women's Organiser, Gloria Huze, in the upcoming Flag bearer race. She is on record to have led a delegation to pick up the nomination form for a Presidential Candidate Aspirant in the name of the Ashanti Regional Women's Wing.I vehemently and categorically disassociate the wing from her conduct and wish to state emphatically that her conduct is not in anyway a representation of any parts of the wing either in the Ashanti region or across the other 15 regions in the country. The women's wing will sanction any such persons who seek to use the mandate of the wing to run individual businesses. The disciplinary Committee of the women's wing have been duly notified. The necessary steps shall be taken for the greater good of the wing and interest of the party.Signed:Dr. Hanna Bisiw Louisa ,National Women's Organiser.Meanwhile, catch the latest GhanaWeb TV Election Desk interview with Francis Addai-Nimoh, as he discusses his plans to become the NPP's flagbearer, below:You can also watch this episode of People & Places on GhanaWeb TV below:IB/BB"
40,'Cul de sac' economic management orientation leading us nowhere - Alan Kyerematen,"Presidential hopeful of the New Patriotic Party (NPP), Alan Kyerematen, has described the economic policies pursued over the years by several governments as a 'cul de sac.'Speaking on URA Radio in Bolgatanga in the Upper East leg of his nationwide tour, Alan Kyerematen pointed out that the narrow focus of Ghana's continued reliance on cocoa, gold, and a few primary raw material exports, is a cul de sac orientation to economic management, and which has limited growth in the economy. Doing things the same way over and over returns the same results. Cocoa, for example, has brought in under $2billion per annum into the Ghanaian economy annually over the past decades. However, the President's Special Intitiatives (PSIs), initiated by Alan Kyerematen, comprising four simple local products: salt, oil palm, cassava and garments, could have unleashed a potential combined annual income stream of $60b a year. However, policy distortion and irregular political choices reduced the nations' capacity to grow and benefit from the PSI's. Currently, the ten point strategic growth pillars developed and being implemented under Hon. Kyerematen, during his tenure as Minister for Trade and Industry, has brought in 1D1F, the automotive industry, and others. Speaking to the Great Transformational Plan  (GTP), Alan inspires that the country deserves leadership with a big vision. A vision that moves us beyond the cul de sac into strategic growth areas following through on the GTP. Alan Kyerematen is also primary to the design, establishment and implementation of the African Continental Free Trade Area (AfCFTA), which brings together a market of nearly a billion and a half consumers for producers within the diversified economy necessary to expand opportunities for the youth. On the same programme, Mr Alan Kyerematen reiterated his desire to modernise the New Patriotic Party (NPP) into a formidable force to better drive public policy and thence enable better mobilisation of communities towards opportunities. Not only will he create a businesslike Party, capable of generating independent financial, technical and human resources but also a big voice into Government appointments, especially at local level. The Upper East Region is the tenth region to have been visited by the Alan Kyerematen for President Campaign after Ashanti, Bono East, Bono, Ahafo, Western North, Volta, Eastern, Oti and Northern regions."
41,You’ve made us proud – Youth group that paid for Ato Forson’s nomination forms,"A youth group in the Ajumako Enyan Essiam constituency has paid a sum of GHC 5,000 for nomination forms for the Minority Leader of Parliament, Hon. Cassiel Ato Forson.According to the group known as CAF BOARD, Ato Forson has made them and the entire Ajumako Enyan Essiam Constituency proud by being an efficient MP, hence their decision to pay for his nomination forms to enable him to contest again.The group has pledged to vigorously campaign and support Ato Forson to retain the seat in the 2024 election, as well as John Dramani Mahama to become President.The Ajumako Enyan Essiam Constituency Communication Officer, Mr. Galahad Alex Andoh, received the money and promised to work hard together with all NDC supporters for Ato Forson to record a landslide in the election."
42,Why are you running from Bawumia’s role on the Economic Management Team - NPP MP to Majority Whip,"The New Patriotic Party (NPP) Member of Parliament (MP) for Mpraeso, Davis Ansah Opoku, has confronted his Majority Chief Whip, Frank-Annoh Dompreh, over his claim that Alan Kyeramanten was the chairman of the Economic Committee of Cabinet. The Majority Chief Whip in a tweet shared on Thursday, February 23, 2023, provided ‘evidence’ to back his claim that the New Patriotic Party (NPP) presidential hopeful, Alan Kyerematen, was the head of the Economic Committee of the Cabinet of the Nana Addo Dankwa Akufo-Addo government.Frank Annoh-Dompreh, during an interview on Adom TV interview, monitored by GhanaWeb refuted suggestions by supporters of Alan that Vice President Mahamudu Bawumia will not be a good messenger for the NPP for the 2024 elections because he is responsible for the economic hardship in Ghana, as the head of the country’s Economic Management Team.Annoh-Dompreh, the Member of Parliament (MP) for Nsawam Adoagyiri said that Alan is equally responsible for Ghana’s economic meltdown because he is the head of the Economic Management Committee of the Cabinet of Ghana.The 'evidence' he provided was a portion of a purported document of the Cabinet of Ghana which showed a list of members of the Economic Committee and the Minister for Trade and Industry was the chairperson of the committee.The other members of the committee were the Minister for Finance, who was the “Alternate Chairperson” of the committee; the Minister for Food and Agriculture; Minister for Energy; Minister for Employment and Labour Relations; the Minister for Fisheries and Aquaculture Development; Minister for Public Enterprises; the Senior Presidential Advisor and the Presidential Advisor on the Economy.Reacting to this in an interview on Adom FM on Thursday, February 23, 2023, Davis Ansah Opoku said that he is surprised by the actions of the Majority Chief Whip.He said every Ghanaian knows that the Economic Management Team, which is set up by the president, is responsible for providing advice on the running of the economy.He added that the Economic Committee of Cabinet only presents programmes of the various ministry under it during Cabinet meetings. “I’m surprised, this thing is being led by Annoh Dompreh and I don’t see that need for it… cabinet has sub-committees according to the sectors of the economy. Because all the ministries cannot bring their programmes to cabinet meetings so these committees collect all the programmes of ministries under them and present them during the meetings.“But when it comes to the management of the economy, it is the Economic Management Team that has been responsible for it since and nobody should run away from it,”  he said Twi.He questioned why the chairperson of the Economic Committee does not address Ghanaians on the economy if s/he is indeed superior to the head of the Economic Management Team, who is required to do so.Watch the interview below:Meanwhile, catch the latest GhanaWeb TV Election Desk interview with Francis Addai-Nimoh, as he discusses his plans to become the NPP's flagbearer, below:You can also watch this episode of People & Places on GhanaWeb TV below:IB/OGB"
